geoid,name,priority
440010306023,Warren,Lower risk for overdose
440010306024,Warren,Lower risk for overdose
440030210011,Warwick,Lower risk for overdose
440030210012,Warwick,Lower risk for overdose
440030210021,Warwick,Lower risk for overdose
440030210022,Warwick,Lower risk for overdose
440030210023,Warwick,Lower risk for overdose
440030210024,Warwick,Lower risk for overdose
440030211001,Warwick,Lower risk for overdose
440030211002,Warwick,Persistently high risk for overdose
440030211003,Warwick,Lower risk for overdose
440030211004,Warwick,Sporadically high risk for overdose
440030212001,Warwick,Lower risk for overdose
440030212002,Warwick,Lower risk for overdose
440030212003,Warwick,Lower risk for overdose
440030213001,Warwick,Lower risk for overdose
440030213002,Warwick,Lower risk for overdose
440030213003,Warwick,Lower risk for overdose
440030213004,Warwick,Lower risk for overdose
440030214011,Warwick,Lower risk for overdose
440030214012,Warwick,Lower risk for overdose
440030214013,Warwick,Lower risk for overdose
440030214021,Warwick,Lower risk for overdose
440030214022,Warwick,Lower risk for overdose
440030214023,Warwick,Lower risk for overdose
440030215011,Warwick,Lower risk for overdose
440030215012,Warwick,Lower risk for overdose
440030215013,Warwick,Lower risk for overdose
440030215014,Warwick,Lower risk for overdose
440030215021,Warwick,Lower risk for overdose
440030215022,Warwick,Lower risk for overdose
440030215023,Warwick,Lower risk for overdose
440030215024,Warwick,Lower risk for overdose
440030216001,Warwick,Lower risk for overdose
440030216002,Warwick,Lower risk for overdose
440030217001,Warwick,Lower risk for overdose
440030217002,Warwick,Sporadically high risk for overdose
440030217003,Warwick,Lower risk for overdose
440030217004,Warwick,Lower risk for overdose
440030217005,Warwick,Lower risk for overdose
440030218001,Warwick,Sporadically high risk for overdose
440030218002,Warwick,Lower risk for overdose
440030219011,Warwick,Lower risk for overdose
440030219012,Warwick,Lower risk for overdose
440030219013,Warwick,Lower risk for overdose
440030219014,Warwick,Lower risk for overdose
440030219021,Warwick,Lower risk for overdose
440030219022,Warwick,Lower risk for overdose
440030219023,Warwick,Lower risk for overdose
440030219031,Warwick,Lower risk for overdose
440030219032,Warwick,Lower risk for overdose
440030219033,Warwick,Lower risk for overdose
440030220001,Warwick,Lower risk for overdose
440030220002,Warwick,Lower risk for overdose
440030220003,Warwick,Lower risk for overdose
440030221001,Warwick,Persistently high risk for overdose
440030221002,Warwick,Lower risk for overdose
440030221003,Warwick,Sporadically high risk for overdose
440030221004,Warwick,Lower risk for overdose
440030222011,Warwick,Lower risk for overdose
440030222012,Warwick,Lower risk for overdose
440030222013,Warwick,Lower risk for overdose
440030222014,Warwick,Lower risk for overdose
440030222015,Warwick,Lower risk for overdose
440030222021,Warwick,Lower risk for overdose
440030222022,Warwick,Sporadically high risk for overdose
440030222023,Warwick,Lower risk for overdose
440030223001,Warwick,Lower risk for overdose
440030223002,Warwick,Sporadically high risk for overdose
440030223003,Warwick,Sporadically high risk for overdose
440030223004,Warwick,Sporadically high risk for overdose
440030224001,Warwick,Lower risk for overdose
440030224002,Warwick,Lower risk for overdose
440030208001,West Greenwich,Sporadically high risk for overdose
440030208002,West Greenwich,Lower risk for overdose
440030208003,West Greenwich,Lower risk for overdose
440030201011,West Warwick,Sporadically high risk for overdose
440030201012,West Warwick,Lower risk for overdose
440030201013,West Warwick,Sporadically high risk for overdose
440030201021,West Warwick,Lower risk for overdose
440030201022,West Warwick,Persistently high risk for overdose
440030201023,West Warwick,Sporadically high risk for overdose
440030202001,West Warwick,Persistently high risk for overdose
440030202002,West Warwick,Sporadically high risk for overdose
440030202003,West Warwick,Persistently high risk for overdose
440030203001,West Warwick,Lower risk for overdose
440030203002,West Warwick,Sporadically high risk for overdose
440030203003,West Warwick,Persistently high risk for overdose
440030203004,West Warwick,Persistently high risk for overdose
440030203005,West Warwick,Persistently high risk for overdose
440030204001,West Warwick,Lower risk for overdose
440030204002,West Warwick,Sporadically high risk for overdose
440030204003,West Warwick,Sporadically high risk for overdose
440030205001,West Warwick,Lower risk for overdose
440030205002,West Warwick,Persistently high risk for overdose
440030205003,West Warwick,Lower risk for overdose
440090508011,Westerly,Lower risk for overdose
440090508012,Westerly,Lower risk for overdose
440090508013,Westerly,Sporadically high risk for overdose
440090508014,Westerly,Sporadically high risk for overdose
440090508015,Westerly,Sporadically high risk for overdose
440090508021,Westerly,Sporadically high risk for overdose
440090508022,Westerly,Lower risk for overdose
440090509011,Westerly,Lower risk for overdose
440090509012,Westerly,Sporadically high risk for overdose
440090509013,Westerly,Lower risk for overdose
440090509021,Westerly,Sporadically high risk for overdose
440090509022,Westerly,Lower risk for overdose
440090509023,Westerly,Lower risk for overdose
440090509024,Westerly,Lower risk for overdose
440090510001,Westerly,Lower risk for overdose
440090510002,Westerly,Lower risk for overdose
440090510003,Westerly,Lower risk for overdose
440090510004,Westerly,Lower risk for overdose
440090510005,Westerly,Lower risk for overdose
440070173001,Woonsocket,Lower risk for overdose
440070173002,Woonsocket,Sporadically high risk for overdose
440070173003,Woonsocket,Lower risk for overdose
440070174001,Woonsocket,Sporadically high risk for overdose
440070174002,Woonsocket,Persistently high risk for overdose
440070174003,Woonsocket,Persistently high risk for overdose
440070175001,Woonsocket,Sporadically high risk for overdose
440070175002,Woonsocket,Lower risk for overdose
440070175003,Woonsocket,Lower risk for overdose
440070176001,Woonsocket,Persistently high risk for overdose
440070176002,Woonsocket,Persistently high risk for overdose
440070177001,Woonsocket,Lower risk for overdose
440070177002,Woonsocket,Lower risk for overdose
440070177003,Woonsocket,Sporadically high risk for overdose
440070178001,Woonsocket,Sporadically high risk for overdose
440070178002,Woonsocket,Sporadically high risk for overdose
440070178003,Woonsocket,Sporadically high risk for overdose
440070179001,Woonsocket,Sporadically high risk for overdose
440070179002,Woonsocket,Sporadically high risk for overdose
440070179003,Woonsocket,Persistently high risk for overdose
440070180001,Woonsocket,Persistently high risk for overdose
440070180002,Woonsocket,Persistently high risk for overdose
440070180003,Woonsocket,Persistently high risk for overdose
440070181001,Woonsocket,Persistently high risk for overdose
440070181002,Woonsocket,Persistently high risk for overdose
440070182001,Woonsocket,Sporadically high risk for overdose
440070182002,Woonsocket,Sporadically high risk for overdose
440070183001,Woonsocket,Persistently high risk for overdose
440070184001,Woonsocket,Sporadically high risk for overdose
440070184002,Woonsocket,Lower risk for overdose
440070184003,Woonsocket,Sporadically high risk for overdose
440070184004,Woonsocket,Lower risk for overdose
440070184005,Woonsocket,Sporadically high risk for overdose
440070185001,Woonsocket,Sporadically high risk for overdose
440070185002,Woonsocket,Sporadically high risk for overdose
440070185003,Woonsocket,Lower risk for overdose
