FID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,INSIDE_X,INSIDE_Y,COUSUBNS,GEOID_1,NAME,CLASSFP,FUNCSTAT,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,OBJECTID_1
174,440050403042,Block Group 2,1129055,443,41.52,-71.29,180,-71.29,41.52,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
175,440050404002,Block Group 2,3859363,509159,41.51,-71.29,182,-71.28,41.51,1220063,4400545460,Middletown ,T1,A,32935349,5388731,41.52,-71.28,12
176,440050405001,Block Group 1,1073191,0,41.51,-71.31,184,-71.31,41.51,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
177,440050405002,Block Group 2,1015907,0,41.5,-71.31,185,-71.31,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
178,440050405003,Block Group 3,316786,0,41.5,-71.31,186,-71.31,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
179,440050406001,Block Group 1,410439,0,41.5,-71.3,187,-71.3,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
180,440050406002,Block Group 2,160204,0,41.5,-71.31,188,-71.31,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
181,440050406003,Block Group 3,254558,0,41.5,-71.31,189,-71.31,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
182,440050406004,Block Group 4,221680,0,41.49,-71.31,190,-71.31,41.49,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
183,440050407001,Block Group 1,588757,0,41.5,-71.3,191,-71.3,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
184,440050407003,Block Group 3,243462,0,41.49,-71.31,193,-71.31,41.49,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
185,440050408001,Block Group 1,742037,0,41.48,-71.3,194,-71.3,41.48,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
186,440050408002,Block Group 2,393628,0,41.48,-71.31,195,-71.31,41.48,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
187,440050409003,Block Group 3,467247,0,41.47,-71.31,199,-71.31,41.47,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
188,440050410001,Block Group 1,289980,203911,41.49,-71.32,201,-71.32,41.49,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
189,440050410002,Block Group 2,421484,361040,41.48,-71.32,202,-71.32,41.48,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
190,440050411001,Block Group 1,298479,104681,41.5,-71.32,203,-71.32,41.5,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
191,440050411002,Block Group 2,216301,1368692,41.49,-71.33,204,-71.33,41.49,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
192,440050411003,Block Group 3,325265,211559,41.49,-71.32,205,-71.32,41.49,1220064,4400549960,Newport ,C5,F,19874572,9628840,41.48,-71.32,13
193,440050401011,Block Group 1,1676681,2043299,41.62,-71.24,161,-71.23,41.63,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
194,440050401012,Block Group 2,1830816,4589,41.63,-71.25,162,-71.25,41.62,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
195,440050401013,Block Group 3,2516504,2459950,41.64,-71.23,163,-71.23,41.64,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
196,440050401021,Block Group 1,4450993,958111,41.56,-71.24,164,-71.24,41.57,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
197,440050401022,Block Group 2,7071279,1230422,41.53,-71.24,165,-71.24,41.54,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
198,440050401023,Block Group 3,3781438,996914,41.6,-71.25,166,-71.25,41.6,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
199,440050401031,Block Group 1,706499,2486246,41.64,-71.28,167,-71.28,41.64,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
200,440050401032,Block Group 2,5599872,641831,41.55,-71.27,168,-71.28,41.56,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
201,440050401033,Block Group 3,15405404,10672575,41.6,-71.32,169,-71.32,41.61,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
202,440050401034,Block Group 4,2854517,3239962,41.58,-71.28,170,-71.29,41.58,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
203,440050401035,Block Group 5,7151440,2015622,41.61,-71.26,171,-71.27,41.61,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
204,440050401036,Block Group 6,6517203,266286,41.57,-71.27,172,-71.26,41.57,1220065,4400557880,Portsmouth ,T1,A,59562646,94112079,41.61,-71.31,14
205,440050416011,Block Group 1,1120359,2652,41.66,-71.18,214,-71.18,41.67,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
206,440050416012,Block Group 2,1592793,722905,41.66,-71.2,215,-71.2,41.67,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
207,440050416021,Block Group 1,3960836,611373,41.63,-71.2,216,-71.2,41.63,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
208,440050416022,Block Group 2,4152370,814746,41.65,-71.19,217,-71.2,41.65,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
209,440050417011,Block Group 1,17575646,2014237,41.64,-71.17,218,-71.16,41.64,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
210,440050417021,Block Group 1,12540501,2997,41.61,-71.17,219,-71.17,41.61,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
211,440050417022,Block Group 2,24507754,122348,41.58,-71.17,220,-71.16,41.58,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
212,440050417023,Block Group 3,9841611,4650179,41.58,-71.21,221,-71.2,41.58,1220066,4400570880,Tiverton ,T1,A,75291870,18865508,41.61,-71.18,15
213,440070129001,Block Group 1,1928882,65550,41.97,-71.68,530,-71.68,41.97,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
214,440070129002,Block Group 2,3997941,43789,41.96,-71.7,531,-71.7,41.96,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
215,440070129003,Block Group 3,1542092,155661,41.96,-71.71,532,-71.72,41.96,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
216,440070129004,Block Group 4,960532,483194,41.94,-71.71,533,-71.7,41.95,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
217,440070130011,Block Group 1,22115252,1725355,41.98,-71.77,534,-71.77,41.99,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
218,440070130012,Block Group 2,28318663,1062198,41.95,-71.75,535,-71.75,41.95,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
219,440070130013,Block Group 3,21248621,107687,41.99,-71.71,536,-71.71,41.99,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
220,440070130021,Block Group 1,27087022,754017,41.98,-71.63,537,-71.63,41.98,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
221,440070130022,Block Group 2,12007647,490951,41.98,-71.66,538,-71.66,41.98,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
222,440070130023,Block Group 3,9994835,314555,41.94,-71.68,539,-71.68,41.95,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
223,440070130024,Block Group 4,13295039,209800,41.94,-71.63,540,-71.62,41.94,1220081,4400711800,Burrillville ,T1,A,142496526,5412757,41.97,-71.7,16
224,440070108001,Block Group 1,361923,23917,41.89,-71.38,420,-71.38,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
225,440070108002,Block Group 2,249983,0,41.89,-71.39,421,-71.39,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
226,440070108003,Block Group 3,134606,0,41.88,-71.39,422,-71.39,41.88,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
227,440070109001,Block Group 1,414461,37010,41.89,-71.38,423,-71.39,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
228,440070109002,Block Group 2,227519,0,41.89,-71.39,424,-71.39,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
229,440070109003,Block Group 3,264327,21755,41.9,-71.39,425,-71.39,41.9,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
230,440070110001,Block Group 1,246933,89769,41.89,-71.4,426,-71.4,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
231,440070110002,Block Group 2,222692,0,41.89,-71.39,427,-71.39,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
232,440070110003,Block Group 3,189035,0,41.89,-71.4,428,-71.4,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
233,440070111001,Block Group 1,317808,0,41.89,-71.4,429,-71.4,41.89,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
234,440070111002,Block Group 2,473891,28527,41.88,-71.4,430,-71.4,41.88,1220067,4400714140,Central Falls ,C5,F,3103178,200978,41.89,-71.39,17
235,440070134001,Block Group 1,354287,0,41.78,-71.4,558,-71.4,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
236,440070134002,Block Group 2,423689,1514765,41.77,-71.39,559,-71.39,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
237,440070134003,Block Group 3,301021,801039,41.76,-71.38,560,-71.38,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
238,440070134004,Block Group 4,753756,56838,41.77,-71.4,561,-71.4,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
239,440070135001,Block Group 1,474104,388905,41.78,-71.39,562,-71.39,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
240,440070135002,Block Group 2,122263,0,41.78,-71.4,563,-71.4,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
241,440070135003,Block Group 3,170339,0,41.78,-71.4,564,-71.4,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
242,440070135004,Block Group 4,271648,0,41.78,-71.4,565,-71.4,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
243,440070135005,Block Group 5,373567,0,41.78,-71.41,566,-71.41,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
244,440070136001,Block Group 1,515725,25944,41.77,-71.41,567,-71.41,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
245,440070136002,Block Group 2,689501,33281,41.77,-71.42,568,-71.42,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
246,440070136003,Block Group 3,725245,79006,41.77,-71.42,569,-71.42,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
247,440070137011,Block Group 1,347210,0,41.78,-71.43,570,-71.43,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
248,440070137012,Block Group 2,434271,0,41.78,-71.43,571,-71.43,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
249,440070137013,Block Group 3,318092,0,41.77,-71.43,572,-71.43,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
250,440070137014,Block Group 4,312657,0,41.78,-71.43,573,-71.43,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
251,440070137021,Block Group 1,216158,0,41.78,-71.44,574,-71.44,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
252,440070137022,Block Group 2,355883,83271,41.78,-71.44,575,-71.44,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
253,440070137023,Block Group 3,232176,0,41.77,-71.44,576,-71.44,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
254,440070138001,Block Group 1,720083,4308,41.77,-71.43,577,-71.43,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
255,440070138002,Block Group 2,333368,3655,41.77,-71.43,578,-71.43,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
256,440070138003,Block Group 3,393931,10055,41.76,-71.44,579,-71.44,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
257,440070138004,Block Group 4,283948,0,41.77,-71.44,580,-71.44,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
258,440070138005,Block Group 5,536715,14472,41.77,-71.45,581,-71.45,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
259,440070139001,Block Group 1,578280,0,41.77,-71.45,582,-71.45,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
260,440070139002,Block Group 2,458263,0,41.76,-71.45,583,-71.45,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
261,440070139003,Block Group 3,1403906,21667,41.76,-71.45,584,-71.45,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
262,440070140001,Block Group 1,400606,0,41.78,-71.44,585,-71.44,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
263,440070140002,Block Group 2,436947,0,41.78,-71.44,586,-71.44,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
264,440070140003,Block Group 3,549813,0,41.79,-71.45,587,-71.45,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
265,440070140004,Block Group 4,294186,0,41.78,-71.45,588,-71.45,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
266,440070140005,Block Group 5,380467,3893,41.78,-71.45,589,-71.45,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
267,440070141001,Block Group 1,363570,0,41.8,-71.45,590,-71.45,41.8,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
268,440070141002,Block Group 2,314672,0,41.8,-71.45,591,-71.45,41.8,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
269,440070141003,Block Group 3,480754,0,41.8,-71.44,592,-71.44,41.8,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
270,440070141004,Block Group 4,763026,172998,41.79,-71.44,593,-71.44,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
271,440070142001,Block Group 1,341243,0,41.73,-71.46,594,-71.46,41.73,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
272,440070142002,Block Group 2,3873091,50860,41.74,-71.46,595,-71.46,41.74,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
273,440070142003,Block Group 3,842702,2136,41.74,-71.47,596,-71.48,41.73,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
274,440070143001,Block Group 1,552078,0,41.78,-71.46,597,-71.46,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
275,440070143002,Block Group 2,688753,7027,41.78,-71.46,598,-71.46,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
276,440070143003,Block Group 3,679795,0,41.77,-71.46,599,-71.46,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
277,440070143004,Block Group 4,808140,0,41.77,-71.47,600,-71.47,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
278,440070144001,Block Group 1,1061676,740,41.76,-71.47,601,-71.47,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
279,440070144002,Block Group 2,682457,0,41.75,-71.47,602,-71.47,41.75,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
280,440070144003,Block Group 3,885946,0,41.74,-71.48,603,-71.48,41.74,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
281,440070145011,Block Group 1,3165106,2710,41.77,-71.51,604,-71.51,41.77,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
282,440070145012,Block Group 2,3176709,52862,41.76,-71.49,605,-71.49,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
283,440070145013,Block Group 3,3586168,8376,41.76,-71.52,606,-71.51,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
284,440070145021,Block Group 1,1671812,38814,41.77,-71.48,607,-71.48,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
285,440070145022,Block Group 2,1103461,65998,41.76,-71.48,608,-71.48,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
286,440070145023,Block Group 3,453368,0,41.78,-71.47,609,-71.47,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
287,440070146001,Block Group 1,914063,4906,41.74,-71.48,610,-71.48,41.74,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
288,440070146002,Block Group 2,21610812,299759,41.76,-71.53,611,-71.53,41.76,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
289,440070146003,Block Group 3,3934935,11030,41.74,-71.5,612,-71.5,41.74,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
290,440070147001,Block Group 1,372914,0,41.8,-71.46,613,-71.46,41.8,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
291,440070147002,Block Group 2,405486,0,41.8,-71.45,614,-71.45,41.8,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
292,440070147003,Block Group 3,333986,0,41.79,-71.45,615,-71.45,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
293,440070147004,Block Group 4,439213,0,41.79,-71.46,616,-71.46,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
294,440070147005,Block Group 5,261697,0,41.78,-71.47,617,-71.47,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
295,440070147006,Block Group 6,1831860,346670,41.79,-71.46,618,-71.47,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
296,440070148001,Block Group 1,844782,0,41.79,-71.48,619,-71.48,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
297,440070148002,Block Group 2,1373725,22308,41.79,-71.49,620,-71.5,41.79,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
298,440070148003,Block Group 3,1525084,12721,41.78,-71.48,621,-71.48,41.78,1220069,4400719180,Cranston ,C5,F,73505189,4141014,41.77,-71.49,18
299,440070112001,Block Group 1,621229,30237,41.92,-71.39,431,-71.39,41.92,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
300,440070112002,Block Group 2,1255374,181606,41.91,-71.39,432,-71.39,41.91,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
301,440070112003,Block Group 3,537181,42693,41.9,-71.4,433,-71.4,41.9,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
302,440070112004,Block Group 4,398918,1651,41.91,-71.4,434,-71.4,41.91,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
303,440070112005,Block Group 5,296988,0,41.91,-71.39,435,-71.39,41.91,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
304,440070113011,Block Group 1,734538,0,41.92,-71.4,436,-71.4,41.92,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
305,440070113012,Block Group 2,1856586,338260,41.93,-71.42,437,-71.42,41.92,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
306,440070113013,Block Group 3,4479426,32609,41.94,-71.41,438,-71.41,41.94,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
307,440070113021,Block Group 1,959834,0,41.94,-71.4,439,-71.4,41.94,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
308,440070113022,Block Group 2,807217,0,41.92,-71.39,440,-71.39,41.92,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
309,440070113023,Block Group 3,3143929,67987,41.94,-71.39,441,-71.39,41.93,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
310,440070114011,Block Group 1,1920240,104163,41.97,-71.39,442,-71.39,41.97,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
311,440070114012,Block Group 2,2349270,26222,41.95,-71.39,443,-71.42,41.95,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
312,440070114013,Block Group 3,2666967,55724,41.96,-71.42,444,-71.42,41.96,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
313,440070114014,Block Group 4,3040784,90204,41.96,-71.39,445,-71.4,41.96,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
314,440070114015,Block Group 5,7801897,50728,41.97,-71.41,446,-71.41,41.97,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
315,440070114021,Block Group 1,16813449,1781209,42,-71.42,447,-71.42,42.01,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
316,440070114022,Block Group 2,11650312,1707202,41.98,-71.43,448,-71.42,41.98,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
317,440070114031,Block Group 1,1577904,3698,41.99,-71.47,449,-71.47,41.99,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
318,440070114032,Block Group 2,1740661,19470,41.98,-71.47,450,-71.47,41.98,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
319,440070114033,Block Group 3,1226681,74744,41.97,-71.46,451,-71.46,41.97,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
320,440070114034,Block Group 4,2719933,77238,41.96,-71.45,452,-71.45,41.96,1220068,4400720080,Cumberland ,T1,A,68599318,4685645,41.97,-71.43,19
321,440070101011,Block Group 1,568073,0,41.86,-71.36,377,-71.36,41.86,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
322,440070101012,Block Group 2,730305,3956,41.85,-71.36,378,-71.36,41.85,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
323,440070101013,Block Group 3,618184,76360,41.84,-71.36,379,-71.36,41.84,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
324,440070101014,Block Group 4,1258413,354537,41.85,-71.37,380,-71.37,41.85,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
325,440070101021,Block Group 1,923033,19678,41.85,-71.35,381,-71.35,41.85,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
326,440070101022,Block Group 2,1087861,516503,41.85,-71.35,382,-71.34,41.85,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
327,440070101023,Block Group 3,986639,389730,41.84,-71.34,383,-71.34,41.83,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
328,440070101024,Block Group 4,718130,15446,41.84,-71.35,384,-71.35,41.84,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
329,440070102001,Block Group 1,989959,249643,41.83,-71.37,385,-71.37,41.83,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
330,440070102002,Block Group 2,177663,0,41.83,-71.37,386,-71.37,41.83,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
331,440070102003,Block Group 3,293702,0,41.82,-71.37,387,-71.37,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
332,440070102004,Block Group 4,283328,0,41.82,-71.37,388,-71.37,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
333,440070102005,Block Group 5,323616,0,41.82,-71.37,389,-71.37,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
334,440070102006,Block Group 6,186140,0,41.82,-71.37,390,-71.37,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
335,440070102007,Block Group 7,519647,33512,41.82,-71.38,391,-71.38,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
336,440070103001,Block Group 1,1215584,635,41.83,-71.36,392,-71.36,41.83,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
337,440070103002,Block Group 2,1636300,9520,41.82,-71.35,393,-71.35,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
338,440070103003,Block Group 3,812006,0,41.81,-71.36,394,-71.36,41.81,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
339,440070104001,Block Group 1,258256,0,41.81,-71.37,395,-71.37,41.81,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
340,440070104002,Block Group 2,556422,0,41.81,-71.37,396,-71.37,41.81,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
341,440070104003,Block Group 3,1768433,707309,41.81,-71.38,397,-71.38,41.81,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
342,440070104004,Block Group 4,332915,0,41.82,-71.38,398,-71.38,41.82,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
343,440070104005,Block Group 5,227139,0,41.81,-71.37,399,-71.37,41.81,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
344,440070105011,Block Group 1,2710124,4514,41.8,-71.35,400,-71.35,41.8,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
345,440070105012,Block Group 2,528555,0,41.81,-71.36,401,-71.36,41.81,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
346,440070105013,Block Group 3,646959,0,41.8,-71.36,402,-71.36,41.8,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
347,440070105021,Block Group 1,1612440,580830,41.79,-71.37,403,-71.37,41.79,1220071,4400722960,East Providence ,C5,F,34360109,8498091,41.8,-71.36,20
